Date,Hour,Electric Load,Cooling Load,Irradiance,Ambient Temperature
2020-11-08,10,386.90,42.60,0.00,26.00
2020-11-08,11,350.76,50.74,55.00,26.40
2020-11-08,12,348.51,55.18,238.00,27.10
2020-11-08,13,351.04,55.37,427.00,27.40
2020-11-08,14,350.84,54.16,506.00,27.50
2020-11-08,15,350.26,49.37,514.00,27.60
2020-11-08,16,348.27,32.55,619.00,27.80
2020-11-08,17,329.93,35.05,471.00,28.00
2020-11-08,18,556.01,53.54,533.00,28.10
2020-11-08,19,621.90,68.73,544.00,28.00
2020-11-08,20,618.16,83.41,370.00,27.90
2020-11-08,21,543.90,141.86,148.00,27.70
2020-11-08,22,331.72,103.54,11.00,27.30
2020-11-08,23,260.00,85.82,0.00,27.10
2020-11-09,0,234.88,14.10,0.00,27.10
2020-11-09,1,212.18,9.03,0.00,27.20
2020-11-09,2,181.42,5.72,0.00,27.20
2020-11-09,3,181.30,3.70,0.00,27.20
2020-11-09,4,181.30,2.61,0.00,27.10
2020-11-09,5,236.40,2.61,0.00,27.10
2020-11-09,6,354.07,17.80,0.00,27.10
2020-11-09,7,421.52,35.05,0.00,27.00
2020-11-09,8,413.18,24.03,0.00,26.90
2020-11-09,9,413.65,29.32,0.00,26.80
2020-11-09,10,338.46,24.84,0.00,26.60
2020-11-09,11,337.17,30.88,84.00,27.00
2020-11-09,12,334.80,35.59,302.00,27.60
2020-11-09,13,337.87,38.12,520.00,28.10
2020-11-09,14,337.84,37.93,682.00,28.50
2020-11-09,15,337.33,33.92,785.00,28.80
2020-11-09,16,336.24,25.27,748.00,28.90
2020-11-09,17,318.41,31.46,542.00,29.00
2020-11-09,18,478.83,41.16,527.00,29.00
2020-11-09,19,575.40,55.14,536.00,28.80
2020-11-09,20,617.69,72.86,411.00,28.60
2020-11-09,21,566.76,132.98,188.00,28.20
2020-11-09,22,455.35,93.69,13.00,27.70
2020-11-09,23,288.27,71.22,0.00,27.50
2020-11-10,0,234.88,14.10,0.00,27.50
2020-11-10,1,212.18,9.03,0.00,27.50
2020-11-10,2,181.42,5.72,0.00,27.40
2020-11-10,3,181.30,3.70,0.00,27.20
2020-11-10,4,181.30,2.61,0.00,26.90
2020-11-10,5,236.40,2.61,0.00,26.70
2020-11-10,6,354.07,17.80,0.00,26.60
2020-11-10,7,421.52,35.05,0.00,26.40
2020-11-10,8,413.18,24.03,0.00,26.40
2020-11-10,9,413.65,29.32,0.00,26.30
2020-11-10,10,338.46,24.84,0.00,26.30
2020-11-10,11,337.17,30.88,83.00,26.40
2020-11-10,12,334.80,35.59,301.00,26.80
2020-11-10,13,337.87,38.12,514.00,27.40
2020-11-10,14,337.84,37.93,694.00,28.00
2020-11-10,15,337.33,33.92,827.00,28.50
2020-11-10,16,336.24,25.27,885.00,28.70
2020-11-10,17,318.41,31.46,843.00,28.80
2020-11-10,18,478.83,41.16,744.00,28.90
2020-11-10,19,575.40,55.14,567.00,28.90
2020-11-10,20,617.69,72.86,385.00,28.70
2020-11-10,21,566.76,132.98,149.00,28.50
2020-11-10,22,455.35,93.69,16.00,28.10
2020-11-10,23,288.27,71.22,0.00,27.90
2020-11-11,0,234.88,14.10,0.00,27.80
2020-11-11,1,212.18,9.03,0.00,27.80
2020-11-11,2,181.42,5.72,0.00,27.70
2020-11-11,3,181.30,3.70,0.00,27.50
2020-11-11,4,181.30,2.61,0.00,27.40
2020-11-11,5,236.40,2.61,0.00,27.30
2020-11-11,6,354.07,17.80,0.00,27.10
2020-11-11,7,421.52,35.05,0.00,26.80
2020-11-11,8,413.18,24.03,0.00,26.50
2020-11-11,9,413.65,29.32,0.00,26.10
2020-11-11,10,338.46,24.84,0.00,25.90
2020-11-11,11,337.17,30.88,54.00,26.20
2020-11-11,12,334.80,35.59,189.00,27.00
2020-11-11,13,337.87,38.12,388.00,27.70
2020-11-11,14,337.84,37.93,570.00,28.20
2020-11-11,15,337.33,33.92,227.00,28.50
2020-11-11,16,336.24,25.27,48.00,28.70
2020-11-11,17,318.41,31.46,47.00,28.50
2020-11-11,18,478.83,41.16,25.00,28.40
2020-11-11,19,575.40,55.14,39.00,28.50
2020-11-11,20,617.69,72.86,130.00,28.40
2020-11-11,21,566.76,132.98,116.00,28.10
2020-11-11,22,455.35,93.69,11.00,27.70
2020-11-11,23,288.27,71.22,0.00,27.40
2020-11-12,0,234.88,14.10,0.00,27.20
2020-11-12,1,212.18,9.03,0.00,27.20
2020-11-12,2,181.42,5.72,0.00,27.00
2020-11-12,3,181.30,3.70,0.00,26.80
2020-11-12,4,181.30,2.61,0.00,26.60
2020-11-12,5,236.40,2.61,0.00,26.30
2020-11-12,6,354.07,17.80,0.00,26.20
2020-11-12,7,421.52,35.05,0.00,26.10
2020-11-12,8,413.18,24.03,0.00,26.00
2020-11-12,9,413.65,29.32,0.00,25.90
2020-11-12,10,338.46,24.84,0.00,25.80
2020-11-12,11,337.17,30.88,62.00,26.20
2020-11-12,12,334.80,35.59,228.00,26.80
2020-11-12,13,337.87,38.12,460.00,27.40
2020-11-12,14,337.84,37.93,584.00,27.80
2020-11-12,15,337.33,33.92,647.00,28.00
2020-11-12,16,336.24,25.27,763.00,28.00
2020-11-12,17,318.41,31.46,731.00,28.00
2020-11-12,18,478.83,41.16,774.00,28.10
2020-11-12,19,575.40,55.14,611.00,28.10
2020-11-12,20,617.69,72.86,340.00,28.20
2020-11-12,21,566.76,132.98,161.00,28.10
2020-11-12,22,455.35,93.69,18.00,27.80
2020-11-12,23,288.27,71.22,0.00,27.60
2020-11-13,0,234.88,14.10,0.00,27.60
2020-11-13,1,212.18,9.03,0.00,27.50
2020-11-13,2,181.42,5.72,0.00,27.40
2020-11-13,3,181.30,3.70,0.00,27.40
2020-11-13,4,181.30,2.61,0.00,27.30
2020-11-13,5,236.40,2.61,0.00,27.20
2020-11-13,6,354.07,17.80,0.00,27.10
2020-11-13,7,421.52,35.05,0.00,27.00
2020-11-13,8,413.18,24.03,0.00,26.80
2020-11-13,9,413.65,29.32,0.00,26.60
2020-11-13,10,338.46,24.84,0.00,26.40
2020-11-13,11,337.17,30.88,55.00,26.60
2020-11-13,12,334.80,35.59,85.00,26.90
2020-11-13,13,337.87,38.12,36.00,27.30
2020-11-13,14,337.84,37.93,98.00,27.60
2020-11-13,15,337.33,33.92,211.00,28.00
2020-11-13,16,336.24,25.27,405.00,28.40
2020-11-13,17,318.41,31.46,683.00,28.30
2020-11-13,18,478.83,41.16,461.00,28.20
2020-11-13,19,575.40,55.14,290.00,28.30
2020-11-13,20,617.69,72.86,244.00,28.20
2020-11-13,21,566.76,132.98,105.00,28.00
2020-11-13,22,455.35,93.69,14.00,27.60
2020-11-13,23,288.27,71.22,0.00,27.40
2020-11-14,0,234.92,17.68,0.00,27.30
2020-11-14,1,210.74,13.98,0.00,27.30
2020-11-14,2,182.20,8.64,0.00,27.20
2020-11-14,3,181.88,5.76,0.00,27.20
2020-11-14,4,181.65,3.89,0.00,27.10
2020-11-14,5,239.71,3.15,0.00,27.10
2020-11-14,6,356.80,7.32,0.00,27.00
2020-11-14,7,428.88,20.05,0.00,26.90
2020-11-14,8,413.38,51.63,0.00,26.70
2020-11-14,9,414.00,53.19,0.00,26.60
2020-11-14,10,337.87,42.60,0.00,26.30
2020-11-14,11,339.16,50.74,27.00,26.10
2020-11-14,12,337.21,55.18,56.00,26.10
2020-11-14,13,340.48,55.37,26.00,26.20
2020-11-14,14,340.68,54.16,22.00,26.20
2020-11-14,15,339.86,49.37,25.00,26.30
2020-11-14,16,337.95,32.55,27.00,26.50
2020-11-14,17,320.16,35.05,27.00,26.90
2020-11-14,18,477.12,53.54,50.00,27.30
2020-11-14,19,575.91,68.73,116.00,27.60
2020-11-14,20,621.27,83.41,152.00,27.80
2020-11-14,21,466.22,141.86,74.00,27.80
2020-11-14,22,299.56,103.54,8.00,27.60
2020-11-14,23,244.93,85.82,0.00,27.30
2020-11-15,0,253.07,17.68,0.00,27.20
2020-11-15,1,252.68,13.98,0.00,27.10
2020-11-15,2,182.08,8.64,0.00,26.80
2020-11-15,3,181.81,5.76,0.00,26.40
2020-11-15,4,181.65,3.89,0.00,26.20
2020-11-15,5,188.04,3.15,0.00,26.30
2020-11-15,6,336.47,7.32,0.00,26.40
2020-11-15,7,350.65,20.05,0.00,26.40
2020-11-15,8,458.39,51.63,0.00,26.40
2020-11-15,9,458.00,53.19,0.00,26.30
2020-11-15,10,386.90,42.60,0.00,26.10
2020-11-15,11,350.76,50.74,36.00,26.30
2020-11-15,12,348.51,55.18,113.00,26.90
2020-11-15,13,351.04,55.37,179.00,27.20
2020-11-15,14,350.84,54.16,331.00,27.00
2020-11-15,15,350.26,49.37,495.00,27.10
2020-11-15,16,348.27,32.55,596.00,27.60
2020-11-15,17,329.93,35.05,561.00,28.00
2020-11-15,18,556.01,53.54,477.00,27.90
2020-11-15,19,621.90,68.73,329.00,28.00
2020-11-15,20,618.16,83.41,218.00,28.30
2020-11-15,21,543.90,141.86,131.00,28.00
2020-11-15,22,331.72,103.54,15.00,27.50
2020-11-15,23,260.00,85.82,0.00,27.00
2020-11-16,0,234.88,14.10,0.00,26.70
2020-11-16,1,212.18,9.03,0.00,26.80
2020-11-16,2,181.42,5.72,0.00,26.80
2020-11-16,3,181.30,3.70,0.00,26.60
2020-11-16,4,181.30,2.61,0.00,26.50
2020-11-16,5,236.40,2.61,0.00,26.50
2020-11-16,6,354.07,17.80,0.00,26.30
2020-11-16,7,421.52,35.05,0.00,26.10
2020-11-16,8,413.18,24.03,0.00,26.00
2020-11-16,9,413.65,29.32,0.00,25.70
2020-11-16,10,338.46,24.84,0.00,25.40
2020-11-16,11,337.17,30.88,70.00,25.70
2020-11-16,12,334.80,35.59,274.00,26.30
2020-11-16,13,337.87,38.12,494.00,26.80
2020-11-16,14,337.84,37.93,679.00,27.40
2020-11-16,15,337.33,33.92,805.00,27.90
2020-11-16,16,336.24,25.27,865.00,28.20
2020-11-16,17,318.41,31.46,848.00,28.50
2020-11-16,18,478.83,41.16,762.00,28.40
2020-11-16,19,575.40,55.14,612.00,28.20
2020-11-16,20,617.69,72.86,407.00,28.00
2020-11-16,21,566.76,132.98,182.00,27.70
2020-11-16,22,455.35,93.69,12.00,27.30
2020-11-16,23,288.27,71.22,0.00,27.20
2020-11-17,0,234.88,14.10,0.00,27.10
2020-11-17,1,212.18,9.03,0.00,27.00
2020-11-17,2,181.42,5.72,0.00,27.00
2020-11-17,3,181.30,3.70,0.00,26.80
2020-11-17,4,181.30,2.61,0.00,26.50
2020-11-17,5,236.40,2.61,0.00,26.40
2020-11-17,6,354.07,17.80,0.00,26.40
2020-11-17,7,421.52,35.05,0.00,26.10
2020-11-17,8,413.18,24.03,0.00,25.90
2020-11-17,9,413.65,29.32,0.00,25.70
2020-11-17,10,338.46,24.84,0.00,25.60
2020-11-17,11,337.17,30.88,56.00,25.70
2020-11-17,12,334.80,35.59,237.00,26.20
2020-11-17,13,337.87,38.12,486.00,27.00
2020-11-17,14,337.84,37.93,657.00,27.60
2020-11-17,15,337.33,33.92,710.00,27.90
2020-11-17,16,336.24,25.27,677.00,27.90
2020-11-17,17,318.41,31.46,687.00,27.90
2020-11-17,18,478.83,41.16,677.00,27.70
2020-11-17,19,575.40,55.14,544.00,27.60
2020-11-17,20,617.69,72.86,341.00,27.60
2020-11-17,21,566.76,132.98,121.00,27.40
2020-11-17,22,455.35,93.69,12.00,26.90
2020-11-17,23,288.27,71.22,0.00,26.60
2020-11-18,0,234.88,14.10,0.00,26.50
2020-11-18,1,212.18,9.03,0.00,26.60
2020-11-18,2,181.42,5.72,0.00,26.50
2020-11-18,3,181.30,3.70,0.00,26.40
2020-11-18,4,181.30,2.61,0.00,26.20
2020-11-18,5,236.40,2.61,0.00,26.10
2020-11-18,6,354.07,17.80,0.00,26.00
2020-11-18,7,421.52,35.05,0.00,26.00
2020-11-18,8,413.18,24.03,0.00,26.00
2020-11-18,9,413.65,29.32,0.00,25.90
2020-11-18,10,338.46,24.84,0.00,25.80
2020-11-18,11,337.17,30.88,70.00,25.60
2020-11-18,12,334.80,35.59,264.00,25.80
2020-11-18,13,337.87,38.12,452.00,26.10
2020-11-18,14,337.84,37.93,630.00,26.70
2020-11-18,15,337.33,33.92,798.00,27.30
2020-11-18,16,336.24,25.27,860.00,27.80
2020-11-18,17,318.41,31.46,848.00,28.00
2020-11-18,18,478.83,41.16,722.00,28.00
2020-11-18,19,575.40,55.14,429.00,27.90
2020-11-18,20,617.69,72.86,198.00,27.90
2020-11-18,21,566.76,132.98,129.00,27.70
2020-11-18,22,455.35,93.69,13.00,27.20
2020-11-18,23,288.27,71.22,0.00,27.00
2020-11-19,0,234.88,14.10,0.00,26.90
2020-11-19,1,212.18,9.03,0.00,26.90
2020-11-19,2,181.42,5.72,0.00,26.80
2020-11-19,3,181.30,3.70,0.00,26.60
2020-11-19,4,181.30,2.61,0.00,26.60
2020-11-19,5,236.40,2.61,0.00,26.40
2020-11-19,6,354.07,17.80,0.00,26.20
2020-11-19,7,421.52,35.05,0.00,26.10
2020-11-19,8,413.18,24.03,0.00,25.90
2020-11-19,9,413.65,29.32,0.00,25.70
2020-11-19,10,338.46,24.84,0.00,25.50
2020-11-19,11,337.17,30.88,61.00,25.60
2020-11-19,12,334.80,35.59,263.00,26.10
2020-11-19,13,337.87,38.12,483.00,26.80
2020-11-19,14,337.84,37.93,680.00,27.50
2020-11-19,15,337.33,33.92,806.00,27.90
2020-11-19,16,336.24,25.27,862.00,28.10
2020-11-19,17,318.41,31.46,849.00,28.10
2020-11-19,18,478.83,41.16,759.00,28.10
2020-11-19,19,575.40,55.14,619.00,28.00
2020-11-19,20,617.69,72.86,418.00,27.90
2020-11-19,21,566.76,132.98,193.00,27.70
2020-11-19,22,455.35,93.69,18.00,27.40
2020-11-19,23,288.27,71.22,0.00,27.10
2020-11-20,0,234.88,14.10,0.00,27.10
2020-11-20,1,212.18,9.03,0.00,27.10
2020-11-20,2,181.42,5.72,0.00,27.00
2020-11-20,3,181.30,3.70,0.00,26.80
2020-11-20,4,181.30,2.61,0.00,26.60
2020-11-20,5,236.40,2.61,0.00,26.60
2020-11-20,6,354.07,17.80,0.00,26.50
2020-11-20,7,421.52,35.05,0.00,26.50
2020-11-20,8,413.18,24.03,0.00,26.60
2020-11-20,9,413.65,29.32,0.00,26.40
2020-11-20,10,338.46,24.84,0.00,26.20
2020-11-20,11,337.17,30.88,63.00,26.50
2020-11-20,12,334.80,35.59,245.00,27.10
2020-11-20,13,337.87,38.12,423.00,27.70
2020-11-20,14,337.84,37.93,605.00,28.40
2020-11-20,15,337.33,33.92,682.00,29.00
2020-11-20,16,336.24,25.27,815.00,29.10
2020-11-20,17,318.41,31.46,850.00,29.10
2020-11-20,18,478.83,41.16,757.00,29.00
2020-11-20,19,575.40,55.14,549.00,28.80
2020-11-20,20,617.69,72.86,328.00,28.80
2020-11-20,21,566.76,132.98,131.00,28.50
2020-11-20,22,455.35,93.69,16.00,28.00
2020-11-20,23,288.27,71.22,0.00,27.70
2020-11-21,0,253.07,17.68,0.00,27.50
2020-11-21,1,252.68,13.98,0.00,27.30
2020-11-21,2,182.08,8.64,0.00,27.10
2020-11-21,3,181.81,5.76,0.00,27.00
2020-11-21,4,181.65,3.89,0.00,26.80
2020-11-21,5,188.04,3.15,0.00,26.80
2020-11-21,6,336.47,7.32,0.00,26.80
2020-11-21,7,350.65,20.05,0.00,26.60
2020-11-21,8,458.39,51.63,0.00,26.40
2020-11-21,9,458.00,53.19,0.00,26.40
2020-11-21,10,386.90,42.60,0.00,26.20
2020-11-21,11,350.76,50.74,44.00,26.30
2020-11-21,12,348.51,55.18,85.00,26.70
2020-11-21,13,351.04,55.37,227.00,26.90
2020-11-21,14,350.84,54.16,348.00,27.20
2020-11-21,15,350.26,49.37,527.00,27.50
2020-11-21,16,348.27,32.55,641.00,27.70
2020-11-21,17,329.93,35.05,626.00,28.00
2020-11-21,18,556.01,53.54,683.00,28.10
2020-11-21,19,621.90,68.73,487.00,28.10
2020-11-21,20,618.16,83.41,283.00,28.00
2020-11-21,21,543.90,141.86,135.00,27.80
2020-11-21,22,331.72,103.54,15.00,27.40
2020-11-21,23,260.00,85.82,0.00,27.10
2020-11-22,0,253.07,17.68,0.00,27.00
2020-11-22,1,252.68,13.98,0.00,26.90
2020-11-22,2,182.08,8.64,0.00,26.90
2020-11-22,3,181.81,5.76,0.00,26.70
2020-11-22,4,181.65,3.89,0.00,26.60
2020-11-22,5,188.04,3.15,0.00,26.40
2020-11-22,6,336.47,7.32,0.00,26.20
2020-11-22,7,350.65,20.05,0.00,26.00
2020-11-22,8,458.39,51.63,0.00,25.90
2020-11-22,9,458.00,53.19,0.00,25.80
2020-11-22,10,386.90,42.60,0.00,25.70
2020-11-22,11,350.76,50.74,71.00,25.90
2020-11-22,12,348.51,55.18,284.00,26.50
2020-11-22,13,351.04,55.37,491.00,27.20
2020-11-22,14,350.84,54.16,655.00,27.80
2020-11-22,15,350.26,49.37,807.00,28.30
2020-11-22,16,348.27,32.55,845.00,28.40
2020-11-22,17,329.93,35.05,836.00,28.50
2020-11-22,18,556.01,53.54,743.00,28.60
2020-11-22,19,621.90,68.73,620.00,28.50
2020-11-22,20,618.16,83.41,421.00,28.40
2020-11-22,21,543.90,141.86,197.00,28.10
2020-11-22,22,331.72,103.54,19.00,27.60
2020-11-22,23,260.00,85.82,0.00,27.40
2020-11-23,0,234.88,14.10,0.00,27.30
2020-11-23,1,212.18,9.03,0.00,27.20
2020-11-23,2,181.42,5.72,0.00,27.10
2020-11-23,3,181.30,3.70,0.00,27.10
2020-11-23,4,181.30,2.61,0.00,27.00
2020-11-23,5,236.40,2.61,0.00,26.90
2020-11-23,6,354.07,17.80,0.00,26.80
2020-11-23,7,421.52,35.05,0.00,26.70
2020-11-23,8,413.18,24.03,0.00,26.70
2020-11-23,9,413.65,29.32,0.00,26.60
2020-11-23,10,338.46,24.84,0.00,26.50
2020-11-23,11,337.17,30.88,69.00,26.90
2020-11-23,12,334.80,35.59,281.00,27.70
2020-11-23,13,337.87,38.12,489.00,28.30
2020-11-23,14,337.84,37.93,670.00,28.80
2020-11-23,15,337.33,33.92,776.00,29.10
2020-11-23,16,336.24,25.27,849.00,29.20
2020-11-23,17,318.41,31.46,848.00,29.30
2020-11-23,18,478.83,41.16,752.00,29.50
2020-11-23,19,575.40,55.14,614.00,29.40
2020-11-23,20,617.69,72.86,416.00,29.10
2020-11-23,21,566.76,132.98,191.00,28.60
2020-11-23,22,455.35,93.69,18.00,27.90
2020-11-23,23,288.27,71.22,0.00,27.50
2020-11-24,0,234.88,14.10,0.00,27.30
2020-11-24,1,212.18,9.03,0.00,27.20
2020-11-24,2,181.42,5.72,0.00,27.10
2020-11-24,3,181.30,3.70,0.00,26.90
2020-11-24,4,181.30,2.61,0.00,26.80
2020-11-24,5,236.40,2.61,0.00,26.70
2020-11-24,6,354.07,17.80,0.00,26.60
2020-11-24,7,421.52,35.05,0.00,26.60
2020-11-24,8,413.18,24.03,0.00,26.50
2020-11-24,9,413.65,29.32,0.00,26.40
2020-11-24,10,338.46,24.84,0.00,26.40
2020-11-24,11,337.17,30.88,48.00,26.70
2020-11-24,12,334.80,35.59,229.00,27.50
2020-11-24,13,337.87,38.12,460.00,28.20
2020-11-24,14,337.84,37.93,612.00,28.70
2020-11-24,15,337.33,33.92,706.00,29.00
2020-11-24,16,336.24,25.27,694.00,29.30
2020-11-24,17,318.41,31.46,819.00,29.80
2020-11-24,18,478.83,41.16,704.00,30.10
2020-11-24,19,575.40,55.14,550.00,29.80
2020-11-24,20,617.69,72.86,327.00,29.40
2020-11-24,21,566.76,132.98,137.00,29.00
2020-11-24,22,455.35,93.69,13.00,28.40
2020-11-24,23,288.27,71.22,0.00,27.90
2020-11-25,0,234.88,14.10,0.00,27.80
2020-11-25,1,212.18,9.03,0.00,27.60
2020-11-25,2,181.42,5.72,0.00,27.40
2020-11-25,3,181.30,3.70,0.00,27.20
2020-11-25,4,181.30,2.61,0.00,27.20
2020-11-25,5,236.40,2.61,0.00,27.20
2020-11-25,6,354.07,17.80,0.00,27.00
2020-11-25,7,421.52,35.05,0.00,26.90
2020-11-25,8,413.18,24.03,0.00,26.80
2020-11-25,9,413.65,29.32,0.00,26.50
2020-11-25,10,338.46,24.84,0.00,26.20
2020-11-25,11,337.17,30.88,56.00,26.10
2020-11-25,12,334.80,35.59,264.00,26.50
2020-11-25,13,337.87,38.12,474.00,27.20
2020-11-25,14,337.84,37.93,651.00,28.20
2020-11-25,15,337.33,33.92,719.00,29.00
2020-11-25,16,336.24,25.27,720.00,29.40
2020-11-25,17,318.41,31.46,707.00,29.50
2020-11-25,18,478.83,41.16,613.00,29.00
2020-11-25,19,575.40,55.14,435.00,28.50
2020-11-25,20,617.69,72.86,216.00,28.40
2020-11-25,21,566.76,132.98,109.00,28.30
2020-11-25,22,455.35,93.69,11.00,28.00
2020-11-25,23,288.27,71.22,0.00,27.70
2020-11-26,0,234.88,14.10,0.00,27.60
2020-11-26,1,212.18,9.03,0.00,27.60
2020-11-26,2,181.42,5.72,0.00,27.50
2020-11-26,3,181.30,3.70,0.00,27.40
2020-11-26,4,181.30,2.61,0.00,27.20
2020-11-26,5,236.40,2.61,0.00,27.00
2020-11-26,6,354.07,17.80,0.00,26.80
2020-11-26,7,421.52,35.05,0.00,26.60
2020-11-26,8,413.18,24.03,0.00,26.50
2020-11-26,9,413.65,29.32,0.00,26.20
2020-11-26,10,338.46,24.84,0.00,25.90
2020-11-26,11,337.17,30.88,57.00,25.90
2020-11-26,12,334.80,35.59,260.00,26.40
2020-11-26,13,337.87,38.12,451.00,27.20
2020-11-26,14,337.84,37.93,496.00,28.00
2020-11-26,15,337.33,33.92,743.00,28.60
2020-11-26,16,336.24,25.27,822.00,28.70
2020-11-26,17,318.41,31.46,838.00,28.70
2020-11-26,18,478.83,41.16,753.00,28.50
2020-11-26,19,575.40,55.14,563.00,28.50
2020-11-26,20,617.69,72.86,382.00,28.40
2020-11-26,21,566.76,132.98,183.00,28.10
2020-11-26,22,455.35,93.69,17.00,27.70
2020-11-26,23,288.27,71.22,0.00,27.40
2020-11-27,0,234.88,14.10,0.00,27.40
2020-11-27,1,212.18,9.03,0.00,27.40
2020-11-27,2,181.42,5.72,0.00,27.30
2020-11-27,3,181.30,3.70,0.00,27.00
2020-11-27,4,181.30,2.61,0.00,26.80
2020-11-27,5,236.40,2.61,0.00,26.70
2020-11-27,6,354.07,17.80,0.00,26.60
2020-11-27,7,421.52,35.05,0.00,26.60
2020-11-27,8,413.18,24.03,0.00,26.50
2020-11-27,9,413.65,29.32,0.00,26.30
2020-11-27,10,338.46,24.84,0.00,26.20
2020-11-27,11,337.17,30.88,53.00,26.60
2020-11-27,12,334.80,35.59,242.00,27.10
2020-11-27,13,337.87,38.12,468.00,27.60
2020-11-27,14,337.84,37.93,661.00,28.30
2020-11-27,15,337.33,33.92,782.00,28.80
2020-11-27,16,336.24,25.27,767.00,29.20
2020-11-27,17,318.41,31.46,770.00,29.30
2020-11-27,18,478.83,41.16,739.00,29.20
2020-11-27,19,575.40,55.14,554.00,29.10
2020-11-27,20,617.69,72.86,344.00,28.90
2020-11-27,21,566.76,132.98,169.00,28.50
2020-11-27,22,455.35,93.69,14.00,28.00
2020-11-27,23,288.27,71.22,0.00,27.50
2020-11-28,0,253.07,17.68,0.00,27.20
2020-11-28,1,252.68,13.98,0.00,27.00
2020-11-28,2,182.08,8.64,0.00,26.80
2020-11-28,3,181.81,5.76,0.00,26.60
2020-11-28,4,181.65,3.89,0.00,26.50
2020-11-28,5,188.04,3.15,0.00,26.50
2020-11-28,6,336.47,7.32,0.00,26.30
2020-11-28,7,350.65,20.05,0.00,26.00
2020-11-28,8,458.39,51.63,0.00,25.90
2020-11-28,9,458.00,53.19,0.00,25.80
2020-11-28,10,386.90,42.60,0.00,25.80
2020-11-28,11,350.76,50.74,38.00,26.00
2020-11-28,12,348.51,55.18,244.00,26.30
2020-11-28,13,351.04,55.37,396.00,26.80
2020-11-28,14,350.84,54.16,520.00,27.50
2020-11-28,15,350.26,49.37,641.00,28.10
2020-11-28,16,348.27,32.55,717.00,28.40
2020-11-28,17,329.93,35.05,649.00,28.60
2020-11-28,18,556.01,53.54,617.00,28.40
2020-11-28,19,621.90,68.73,541.00,28.20
2020-11-28,20,618.16,83.41,364.00,28.00
2020-11-28,21,543.90,141.86,143.00,27.70
2020-11-28,22,331.72,103.54,16.00,27.10
2020-11-28,23,260.00,85.82,0.00,26.90
2020-11-29,0,253.07,17.68,0.00,26.90
2020-11-29,1,252.68,13.98,0.00,27.00
2020-11-29,2,182.08,8.64,0.00,27.10
2020-11-29,3,181.81,5.76,0.00,27.10
2020-11-29,4,181.65,3.89,0.00,27.00
2020-11-29,5,188.04,3.15,0.00,26.80
2020-11-29,6,336.47,7.32,0.00,26.60
2020-11-29,7,350.65,20.05,0.00,26.50
2020-11-29,8,458.39,51.63,0.00,26.40
2020-11-29,9,458.00,53.19,0.00,26.20
2020-11-29,10,386.90,42.60,0.00,26.00
2020-11-29,11,350.76,50.74,59.00,26.10
2020-11-29,12,348.51,55.18,258.00,26.30
2020-11-29,13,351.04,55.37,430.00,26.90
2020-11-29,14,350.84,54.16,593.00,27.70
2020-11-29,15,350.26,49.37,648.00,28.20
2020-11-29,16,348.27,32.55,488.00,28.50
2020-11-29,17,329.93,35.05,620.00,28.70
2020-11-29,18,556.01,53.54,636.00,28.60
2020-11-29,19,621.90,68.73,607.00,28.50
2020-11-29,20,618.16,83.41,412.00,28.40
2020-11-29,21,543.90,141.86,193.00,28.10
2020-11-29,22,331.72,103.54,20.00,27.70
2020-11-29,23,260.00,85.82,0.00,27.40
2020-11-30,0,234.88,14.10,0.00,27.30
2020-11-30,1,212.18,9.03,0.00,27.20
2020-11-30,2,181.42,5.72,0.00,27.00
2020-11-30,3,181.30,3.70,0.00,26.80
2020-11-30,4,181.30,2.61,0.00,26.60
2020-11-30,5,236.40,2.61,0.00,26.60
2020-11-30,6,354.07,17.80,0.00,26.50
2020-11-30,7,421.52,35.05,0.00,26.30
2020-11-30,8,413.18,24.03,0.00,26.20
2020-11-30,9,413.65,29.32,0.00,26.10
2020-11-30,10,338.46,24.84,0.00,25.90
2020-11-30,11,337.17,30.88,53.00,26.30
2020-11-30,12,334.80,35.59,257.00,27.00
2020-11-30,13,337.87,38.12,453.00,27.60
2020-11-30,14,337.84,37.93,615.00,27.80
2020-11-30,15,337.33,33.92,712.00,27.70
2020-11-30,16,336.24,25.27,696.00,28.00
2020-11-30,17,318.41,31.46,630.00,28.60
2020-11-30,18,478.83,41.16,661.00,28.80
2020-11-30,19,575.40,55.14,345.00,28.60
2020-11-30,20,617.69,72.86,163.00,28.50
2020-11-30,21,566.76,132.98,119.00,28.30
2020-11-30,22,455.35,93.69,14.00,27.90
2020-11-30,23,288.27,71.22,0.00,27.50
2020-12-01,0,217.36,60.28,0.00,27.40
2020-12-01,1,185.62,47.90,0.00,27.50
2020-12-01,2,184.81,40.15,0.00,27.50
2020-12-01,3,184.22,34.62,0.00,27.30
2020-12-01,4,239.32,34.93,0.00,27.20
2020-12-01,5,360.03,73.44,0.00,27.00
2020-12-01,6,429.81,110.86,0.00,26.80
2020-12-01,7,420.46,98.55,0.00,26.60
2020-12-01,8,421.36,121.92,0.00,26.40
2020-12-01,9,345.70,126.40,0.00,26.30
2020-12-01,10,345.66,154.28,0.00,26.20
2020-12-01,11,344.81,183.71,46.00,26.30
2020-12-01,12,348.66,197.73,157.00,26.70
2020-12-01,13,348.62,192.79,141.00,27.40
2020-12-01,14,348.15,183.09,384.00,28.10
2020-12-01,15,347.57,168.10,529.00,28.30
